seed,step,n_live,mse
1,102,107,0.07383600622415543
1,103,106,0.07591438293457031
1,104,106,0.0893903523683548
1,105,105,0.08415660262107849
1,106,105,0.08723718672990799
1,107,105,0.09461470693349838
1,108,104,0.07965154945850372
1,109,103,0.10551749169826508
2,0,200,0.024364175274968147
2,1,200,0.027823621407151222
2,2,200,0.034962043166160583
2,3,200,0.02964952401816845
2,4,200,0.03783373534679413
2,5,200,0.042321883141994476
2,6,200,0.05658333748579025
2,7,200,0.0596272312104702
2,8,200,0.09730697423219681
2,9,200,0.10202697664499283
2,10,199,0.1264752596616745
2,11,199,0.11849962174892426
2,12,199,0.14766302704811096
2,13,199,0.13417255878448486
2,14,199,0.1523459404706955
2,15,199,0.1592758446931839
2,16,199,0.17902648448944092
2,17,198,0.18131734430789948
2,18,197,0.1823013424873352
2,19,196,0.19518382847309113
2,20,196,0.20246590673923492
2,21,196,0.1909545212984085
2,22,196,0.20720769464969635
2,23,196,0.20320816338062286
2,24,195,0.20299147069454193
2,25,195,0.2202756702899933
2,26,194,0.23508276045322418
2,27,193,0.2314605861902237
2,28,192,0.22703708708286285
2,29,192,0.22100162506103516
2,30,191,0.23483029007911682
2,31,190,0.2205229550600052
2,32,189,0.21165646612644196
2,33,188,0.22304512560367584
2,34,186,0.21882091462612152
2,35,186,0.22462348639965057
2,36,184,0.23427502810955048
2,37,181,0.20528730750083923
2,38,181,0.22852610051631927
2,39,179,0.20822769403457642
2,40,179,0.19934354722499847
2,41,178,0.1951155960559845
2,42,178,0.208905890583992
2,43,177,0.20539717376232147
2,44,176,0.20987729728221893
2,45,174,0.2048133760690689
2,46,173,0.19093698263168335
2,47,172,0.19667379558086395
2,48,172,0.17384356260299683
2,49,171,0.1912560760974884
2,50,170,0.18393002450466156
2,51,170,0.20358119904994965
2,52,170,0.19918926060199738
2,53,169,0.19763809442520142
2,54,169,0.18422335386276245
2,55,168,0.17682518064975739
2,56,168,0.1763182133436203
2,57,168,0.18860700726509094
2,58,168,0.17905044555664062
2,59,167,0.1826838254928589
2,60,165,0.1809501349925995
2,61,165,0.1865358203649521
2,62,165,0.1864931732416153
2,63,165,0.20314756035804749
2,64,165,0.2012384980916977
2,65,165,0.18664170801639557
2,66,165,0.18290592730045319
2,67,165,0.17015230655670166
2,68,164,0.18623827397823334
2,69,163,0.19047778844833374
2,70,163,0.19589680433273315
2,71,162,0.18859586119651794
2,72,162,0.18309679627418518
2,73,161,0.17865252494812012
2,74,161,0.17056407034397125
2,75,161,0.17706921696662903
2,76,161,0.17449964582920074
2,77,161,0.17924918234348297
2,78,160,0.1810736358165741
2,79,160,0.18880829215049744
2,80,159,0.20900510251522064
2,81,158,0.2084299474954605
2,82,158,0.20338323712348938
2,83,158,0.180852010846138
2,84,158,0.19351449608802795
2,85,158,0.17556533217430115
2,86,158,0.19491419196128845
2,87,156,0.18755744397640228
2,88,156,0.1789298951625824
2,89,156,0.19416798651218414
2,90,155,0.1946878284215927
2,91,155,0.1870179921388626
2,92,155,0.19912591576576233
2,93,155,0.18664902448654175
2,94,155,0.19188383221626282
2,95,155,0.19648626446723938
2,96,155,0.18631243705749512
2,97,155,0.20413139462471008
2,98,155,0.20311766862869263
2,99,154,0.20261773467063904
2,100,154,0.20844800770282745
2,101,153,0.1815643012523651
2,102,153,0.18899668753147125
2,103,153,0.18704375624656677
2,104,153,0.19346289336681366
2,105,152,0.1992056518793106
2,106,152,0.19921816885471344
2,107,152,0.1844005584716797
2,108,152,0.19982509315013885
2,109,151,0.19349300861358643
3,0,200,0.03291286155581474
3,1,200,0.034198664128780365
3,2,200,0.03529990464448929
3,3,200,0.0444968044757843
3,4,200,0.049591194838285446
3,5,200,0.047903720289468765
3,6,200,0.054750267416238785
3,7,200,0.048887718468904495
3,8,200,0.0696554109454155
3,9,200,0.07163029909133911
3,10,200,0.08326978981494904
3,11,200,0.0809522420167923
3,12,200,0.07823112607002258
3,13,200,0.07872068881988525
3,14,200,0.06486246734857559
3,15,200,0.0864163413643837
3,16,199,0.09681140631437302
3,17,197,0.10346392542123795
3,18,196,0.09884992241859436
3,19,196,0.0960354208946228
3,20,196,0.0793454498052597
3,21,196,0.09366671741008759
3,22,196,0.10482700169086456
3,23,196,0.11649227142333984
3,24,195,0.11343536525964737
3,25,195,0.1120356023311615
3,26,195,0.11002854257822037
3,27,195,0.11079815775156021
3,28,195,0.10575719177722931
3,29,194,0.11695431917905807
3,30,193,0.11741847544908524
3,31,191,0.11403034627437592
3,32,190,0.13943347334861755
3,33,190,0.12596343457698822
3,34,189,0.13621532917022705
3,35,189,0.1093842014670372
3,36,188,0.1212773397564888
3,37,188,0.1065525934100151
3,38,187,0.11154909431934357
3,39,185,0.09180829674005508
3,40,184,0.10422129929065704
3,41,182,0.09877462685108185
3,42,181,0.09273798018693924
3,43,178,0.07885333895683289
3,44,178,0.09791016578674316
3,45,178,0.09484495967626572
3,46,175,0.09697871655225754
3,47,174,0.0878826156258583
3,48,172,0.08785419911146164
3,49,171,0.09060637652873993
3,50,169,0.07166553288698196
3,51,168,0.06499288976192474
3,52,167,0.06663499027490616
3,53,166,0.05821987986564636
3,54,166,0.0704316645860672
3,55,166,0.06462182849645615
3,56,166,0.06897643953561783
3,57,164,0.0631735697388649
3,58,162,0.05679546296596527
3,59,162,0.07335706800222397
3,60,161,0.06503323465585709
3,61,159,0.07947677373886108
3,62,159,0.08565765619277954
3,63,158,0.07590187340974808
3,64,156,0.06912095844745636
3,65,156,0.06849975883960724
3,66,156,0.06920648366212845
3,67,156,0.07950461655855179
3,68,156,0.05837288871407509
3,69,153,0.06168624758720398
3,70,153,0.060679253190755844
3,71,153,0.055630579590797424
3,72,153,0.058550652116537094
3,73,152,0.0563848651945591
3,74,152,0.05681035295128822
3,75,151,0.060198258608579636
3,76,151,0.058522142469882965
3,77,151,0.06982354074716568
3,78,150,0.06185760349035263
3,79,150,0.05542052537202835
3,80,150,0.08455261588096619
3,81,150,0.06631870567798615
3,82,150,0.06609828770160675
3,83,150,0.0670401006937027
3,84,150,0.06910975277423859
3,85,150,0.05277007818222046
3,86,149,0.06861389428377151
3,87,149,0.07232250273227692
3,88,148,0.05733448266983032
3,89,148,0.04175452142953873
3,90,148,0.05771690607070923
3,91,147,0.054736752063035965
3,92,147,0.0521775521337986
3,93,147,0.08120501786470413
3,94,146,0.07179543375968933
3,95,146,0.05899106711149216
3,96,146,0.05894450470805168
3,97,146,0.08703861385583878
3,98,146,0.08358243107795715
3,99,146,0.05044000968337059
3,100,146,0.08132372796535492
3,101,146,0.06246160343289375
3,102,146,0.07026362419128418
3,103,146,0.07254454493522644
3,104,145,0.07770609855651855
3,105,145,0.058468885719776154
3,106,145,0.07714386284351349
3,107,145,0.059826191514730453
3,108,145,0.06602876633405685
3,109,145,0.06035291776061058
4,0,200,0.032601408660411835
4,1,200,0.0278269425034523
4,2,200,0.025764159858226776
4,3,200,0.034129757434129715
4,4,200,0.052457112818956375
4,5,200,0.0451975055038929
4,6,200,0.04060863330960274
4,7,200,0.04249094799160957
4,8,200,0.047997523099184036
4,9,200,0.05230574309825897
4,10,200,0.07635709643363953
4,11,200,0.0815858542919159
4,12,200,0.0823901817202568
4,13,200,0.09329911321401596
4,14,200,0.09476378560066223
4,15,200,0.10278060287237167
4,16,199,0.09810478985309601
4,17,199,0.11434357613325119
4,18,199,0.08417759090662003
4,19,198,0.118514284491539
4,20,198,0.12570011615753174
4,21,197,0.10059846937656403
4,22,195,0.09707639366388321
4,23,194,0.10090173035860062
4,24,193,0.11910178512334824
4,25,193,0.11973976343870163
4,26,192,0.1255597472190857
4,27,192,0.14028243720531464
4,28,191,0.14117735624313354
4,29,189,0.14294271171092987
4,30,188,0.1266918182373047
4,31,186,0.11676084995269775
4,32,186,0.13718639314174652
4,33,186,0.127166286110878
4,34,181,0.10966626554727554
4,35,180,0.1344100534915924
4,36,174,0.10265747457742691
4,37,173,0.09900384396314621
4,38,172,0.10063233226537704
4,39,170,0.09535542875528336
4,40,167,0.09131646901369095
4,41,165,0.09008084982633591
4,42,163,0.0780489519238472
4,43,162,0.10045437514781952
4,44,161,0.13024523854255676
4,45,160,0.09676142036914825
4,46,160,0.08835606276988983
4,47,158,0.08727888762950897
4,48,157,0.09727175533771515
4,49,156,0.08300849050283432
4,50,153,0.10346301645040512
4,51,153,0.09179379045963287
4,52,153,0.08110962808132172
4,53,151,0.09345176815986633
4,54,148,0.07920191437005997
4,55,148,0.075795017182827
4,56,148,0.08280368149280548
4,57,147,0.07029666751623154
4,58,144,0.07718449085950851
4,59,144,0.0929044708609581
4,60,144,0.1005537360906601
4,61,144,0.08386626839637756
4,62,143,0.06821762025356293
4,63,141,0.08504337072372437
4,64,141,0.08585631102323532
4,65,141,0.09700164943933487
4,66,141,0.08097919076681137
4,67,141,0.07652266323566437
4,68,140,0.07495259493589401
4,69,139,0.06900961697101593
4,70,139,0.08055546879768372
4,71,139,0.07426302880048752
4,72,139,0.07674391567707062
4,73,139,0.08156044781208038
4,74,138,0.07244401425123215
4,75,138,0.07765176892280579
4,76,138,0.09559550881385803
4,77,138,0.08948493003845215
4,78,138,0.08217380195856094
4,79,137,0.07960420101881027
4,80,137,0.09054164588451385
4,81,136,0.10032273828983307
4,82,135,0.08210481703281403
4,83,134,0.08819381147623062
4,84,133,0.08383401483297348
4,85,133,0.08441509306430817
4,86,133,0.08072054386138916
4,87,133,0.07207049429416656
4,88,131,0.07642213255167007
4,89,130,0.0944959968328476
4,90,130,0.0978815108537674
4,91,130,0.09206509590148926
4,92,130,0.10405270755290985
4,93,127,0.09546953439712524
4,94,127,0.0734921544790268
4,95,127,0.08500511199235916
4,96,127,0.09373492747545242
4,97,127,0.08484828472137451
4,98,126,0.10088483989238739
4,99,126,0.07050175964832306
4,100,126,0.07748447358608246
4,101,126,0.07702977955341339
4,102,124,0.06993773579597473
4,103,124,0.06630469113588333
4,104,123,0.08118323981761932
4,105,123,0.09720618277788162
4,106,123,0.08985726535320282
4,107,123,0.07960659265518188
4,108,123,0.0943286120891571
4,109,121,0.10163233429193497
5,0,200,0.02734764665365219
5,1,200,0.027878057211637497
5,2,200,0.03771250322461128
5,3,200,0.045952972024679184
5,4,200,0.03703811392188072
5,5,200,0.04338611662387848
5,6,200,0.08005911111831665
5,7,200,0.054298706352710724
5,8,200,0.06806549429893494
5,9,200,0.05082634463906288
5,10,200,0.0666947066783905
5,11,200,0.07145124673843384
5,12,200,0.06152435392141342
5,13,200,0.047864194959402084
5,14,200,0.06274639070034027
5,15,200,0.06309802085161209
5,16,200,0.06198027729988098
5,17,200,0.08389528095722198
5,18,200,0.08112554252147675
5,19,200,0.06804188340902328
5,20,200,0.0471649169921875
5,21,200,0.05930130183696747
5,22,200,0.06675173342227936
5,23,200,0.07277696579694748
5,24,200,0.058030832558870316
5,25,200,0.05927032604813576
5,26,200,0.065755695104599
5,27,200,0.07189545035362244
5,28,200,0.06279879063367844
5,29,200,0.06698129326105118
5,30,200,0.05329161509871483
5,31,200,0.05061357468366623
5,32,200,0.08542550355195999
5,33,200,0.07869914174079895
5,34,200,0.060767196118831635
5,35,200,0.04044801741838455
5,36,200,0.03983401879668236
5,37,200,0.05046515539288521
5,38,200,0.05059775337576866
5,39,200,0.05010662227869034
5,40,200,0.0588080920279026
5,41,200,0.03742120414972305
5,42,200,0.04899150878190994
5,43,200,0.05550536513328552
5,44,200,0.059442080557346344
5,45,200,0.04819511994719505
5,46,200,0.046858806163072586
5,47,200,0.06637794524431229
5,48,200,0.05100996047258377
5,49,200,0.06630241125822067
5,50,200,0.05251395329833031
5,51,200,0.02528960257768631
5,52,200,0.04988809674978256
5,53,200,0.04870098456740379
5,54,200,0.02992667630314827
5,55,200,0.04374951869249344
5,56,200,0.05182982608675957
5,57,200,0.056022223085165024
5,58,200,0.04956727847456932
5,59,200,0.04968072846531868
5,60,200,0.058458730578422546
5,61,200,0.06018589437007904
5,62,200,0.07662631571292877
5,63,200,0.06098748371005058
5,64,200,0.04374649003148079
5,65,200,0.06368886679410934
5,66,200,0.05706735700368881
5,67,199,0.0424964502453804
5,68,199,0.04291785880923271
5,69,198,0.059353090822696686
5,70,198,0.038173556327819824
5,71,198,0.04661206528544426
5,72,198,0.05800270289182663
5,73,198,0.04482818767428398
5,74,198,0.07421056926250458
5,75,197,0.06091547757387161
5,76,197,0.05840073898434639
5,77,197,0.07871708273887634
5,78,196,0.06892132014036179
5,79,195,0.06489872932434082
5,80,193,0.04813534393906593
5,81,193,0.05986838415265083
5,82,193,0.05519866570830345
5,83,193,0.04458524286746979
5,84,193,0.05378597974777222
5,85,192,0.06574500352144241
5,86,192,0.059131283313035965
5,87,192,0.047318268567323685
5,88,192,0.07375507801771164
5,89,191,0.06298168003559113
5,90,190,0.06847052276134491
5,91,187,0.04443230852484703
5,92,187,0.06284133344888687
5,93,187,0.0668017566204071
5,94,186,0.07990621775388718
5,95,185,0.06839672476053238
5,96,185,0.0728195384144783
5,97,185,0.06857401877641678
5,98,185,0.06895033270120621
5,99,185,0.06106462702155113
5,100,185,0.06361062079668045
5,101,185,0.0787186324596405
5,102,185,0.05947750061750412
5,103,185,0.06597700715065002
5,104,184,0.060666147619485855
5,105,183,0.0568174347281456
5,106,183,0.06358558684587479
5,107,182,0.059619054198265076
5,108,182,0.06338618695735931
5,109,182,0.06904566287994385
6,0,200,0.03324377164244652
6,1,200,0.038182228803634644
6,2,200,0.03521843999624252
6,3,200,0.03587255999445915
6,4,200,0.04508788138628006
6,5,200,0.0413726344704628
6,6,200,0.05250881239771843
6,7,200,0.0634768083691597
6,8,200,0.0503745973110199
6,9,200,0.06176238879561424
6,10,200,0.0694257840514183
6,11,200,0.08430518209934235
6,12,200,0.08693765848875046
6,13,200,0.08309583365917206
6,14,200,0.08322981745004654
6,15,200,0.08585906773805618
6,16,200,0.06371844559907913
6,17,200,0.0678505226969719
6,18,200,0.057446230202913284
6,19,200,0.05975501984357834
6,20,200,0.047280244529247284
6,21,200,0.07323601096868515
6,22,200,0.0753898024559021
6,23,200,0.055565815418958664
6,24,200,0.07020265609025955
6,25,200,0.0908571183681488
6,26,200,0.07026676833629608
6,27,200,0.06492830067873001
6,28,200,0.07633903622627258
6,29,200,0.07624031603336334
6,30,200,0.05440142750740051
6,31,200,0.0710308626294136
6,32,200,0.05445215851068497
6,33,200,0.055397436022758484
6,34,200,0.054574500769376755
6,35,200,0.04972831904888153
6,36,200,0.05275915190577507
6,37,200,0.0547017864882946
6,38,200,0.0468175895512104
6,39,200,0.08252813667058945
6,40,200,0.05661986395716667
6,41,200,0.04434255510568619
6,42,200,0.05743290111422539
6,43,200,0.06776207685470581
6,44,200,0.07262898236513138
6,45,200,0.050569936633110046
6,46,200,0.05305290222167969
6,47,200,0.0577235110104084
6,48,200,0.042739659547805786
6,49,200,0.048437803983688354
6,50,200,0.047737617045640945
6,51,199,0.041749753057956696
6,52,199,0.05065178871154785
6,53,199,0.06006089970469475
6,54,199,0.05548577010631561
6,55,199,0.04592542722821236
6,56,199,0.05099146068096161
6,57,199,0.04693695530295372
6,58,199,0.0681028738617897
6,59,198,0.058144260197877884
6,60,198,0.041996877640485764
6,61,198,0.05872155725955963
6,62,198,0.06017903611063957
6,63,198,0.04340771958231926
6,64,198,0.05399626865983009
6,65,198,0.04580125957727432
6,66,198,0.04623272269964218
6,67,198,0.07169262319803238
6,68,198,0.059307973831892014
6,69,198,0.07013261318206787
6,70,198,0.06296082586050034
6,71,197,0.05426792800426483
6,72,197,0.049759093672037125
6,73,197,0.0756787359714508
6,74,197,0.05291592329740524
6,75,197,0.06876609474420547
6,76,196,0.05234016850590706
6,77,196,0.06136637181043625
6,78,196,0.0512055866420269
6,79,195,0.05978137254714966
6,80,195,0.05548735335469246
6,81,194,0.046738024801015854
6,82,194,0.05923327058553696
6,83,194,0.06346266716718674
6,84,194,0.08018238097429276
6,85,194,0.06928457319736481
6,86,193,0.053423188626766205
6,87,192,0.05549296736717224
6,88,192,0.06498723477125168
6,89,192,0.07638295739889145
6,90,191,0.07116899639368057
6,91,191,0.04722244665026665
6,92,191,0.07298361510038376
6,93,189,0.06321001052856445
6,94,188,0.06599055975675583
6,95,188,0.06542113423347473
6,96,188,0.05042663961648941
6,97,188,0.05540185421705246
6,98,188,0.058573439717292786
6,99,188,0.07048025727272034
6,100,188,0.0822482481598854
6,101,188,0.06752524524927139
6,102,187,0.06440342962741852
6,103,186,0.0834617167711258
6,104,184,0.0750357136130333
6,105,184,0.0773119330406189
6,106,184,0.05607552453875542
6,107,184,0.06665116548538208
6,108,184,0.06944982707500458
6,109,184,0.07323803752660751
7,0,200,0.027771739289164543
7,1,200,0.027458244934678078
7,2,200,0.02776617556810379
7,3,200,0.03503994643688202
7,4,200,0.03433314338326454
7,5,200,0.04727109894156456
7,6,200,0.056670330464839935
7,7,200,0.0577612929046154
7,8,200,0.05507428199052811
7,9,200,0.07646482437849045
7,10,200,0.08647958934307098
7,11,200,0.08290385454893112
7,12,200,0.08273910731077194
7,13,200,0.07305769622325897
7,14,200,0.08277875930070877
7,15,200,0.08268052339553833
7,16,200,0.07061353325843811
7,17,200,0.07179699838161469
7,18,199,0.07795819640159607
7,19,199,0.07782911509275436
7,20,199,0.06618736684322357
7,21,199,0.09161838889122009
7,22,199,0.0641317144036293
7,23,199,0.054277822375297546
7,24,199,0.08524154126644135
7,25,198,0.07636015117168427
7,26,198,0.06912132352590561
7,27,198,0.08387409895658493
7,28,198,0.08484771102666855
7,29,197,0.08743901550769806
7,30,197,0.08660585433244705
7,31,197,0.06660079210996628
7,32,197,0.06888636201620102
7,33,196,0.053830865770578384
7,34,196,0.0638546273112297
7,35,195,0.04439081624150276
7,36,195,0.07104982435703278
7,37,195,0.05994962900876999
7,38,195,0.03263578191399574
7,39,195,0.0475609116256237
7,40,195,0.058780934661626816
7,41,195,0.06814906001091003
7,42,194,0.05261934548616409
7,43,192,0.07493559271097183
7,44,192,0.10408657789230347
7,45,192,0.06757954508066177
7,46,192,0.06903847306966782
7,47,191,0.06522328406572342
7,48,191,0.06727523356676102
7,49,191,0.06387569010257721
7,50,191,0.04850676283240318
7,51,191,0.06445317715406418
7,52,191,0.05694694072008133
7,53,191,0.03781496733427048
7,54,190,0.050869107246398926
7,55,190,0.05724409595131874
7,56,190,0.05380089953541756
7,57,190,0.0530116930603981
7,58,190,0.05761466920375824
7,59,189,0.08953029662370682
7,60,189,0.07243755459785461
7,61,188,0.06507670134305954
7,62,188,0.07949623465538025
7,63,188,0.04996919631958008
7,64,188,0.0616813525557518
7,65,188,0.07324967533349991
7,66,188,0.06517250090837479
7,67,188,0.05728403106331825
7,68,188,0.06149102747440338
7,69,188,0.05131780356168747
7,70,186,0.05517793446779251
7,71,186,0.051812075078487396
7,72,185,0.059939563274383545
7,73,184,0.05856797844171524
7,74,184,0.08424396812915802
7,75,184,0.0904659777879715
7,76,184,0.07878237217664719
7,77,184,0.0750143975019455
7,78,184,0.08241479098796844
7,79,184,0.08292247354984283
7,80,184,0.07357345521450043
7,81,183,0.07779596000909805
7,82,182,0.06586437672376633
7,83,180,0.06390847265720367
7,84,180,0.059004612267017365
7,85,180,0.04885188117623329
7,86,180,0.06706221401691437
7,87,180,0.07683205604553223
7,88,180,0.07350707799196243
7,89,180,0.07939696311950684
7,90,180,0.08561183512210846
7,91,180,0.09498583525419235
7,92,180,0.09706971794366837
7,93,180,0.07492749392986298
7,94,179,0.08666533976793289
7,95,179,0.11228767037391663
7,96,179,0.09208208322525024
7,97,178,0.08358018100261688
7,98,178,0.06933528184890747
7,99,178,0.07722260802984238
7,100,177,0.058269087225198746
7,101,176,0.05879131332039833
7,102,175,0.07963614910840988
7,103,174,0.07175459712743759
7,104,174,0.08260921388864517
7,105,172,0.09054365009069443
7,106,172,0.07885570079088211
7,107,171,0.07957227528095245
7,108,171,0.08055294305086136
7,109,171,0.08353839814662933
8,0,200,0.032362375408411026
8,1,200,0.038660354912281036
8,2,200,0.04273097589612007
8,3,200,0.04161203280091286
8,4,200,0.043377943336963654
8,5,200,0.04993434250354767
8,6,200,0.04962920770049095
8,7,200,0.0544913113117218
8,8,200,0.05399395525455475
8,9,200,0.06695781648159027
8,10,200,0.07703550904989243
8,11,200,0.07801476120948792
8,12,200,0.06279386579990387
8,13,200,0.10371112078428268
8,14,200,0.07156798988580704
8,15,200,0.06784459948539734
8,16,200,0.06050476059317589
8,17,200,0.04811332747340202
8,18,200,0.0738803893327713
8,19,200,0.07183520495891571
8,20,200,0.06298558413982391
8,21,200,0.06117451190948486
8,22,200,0.06182051822543144
8,23,200,0.07387741655111313
8,24,200,0.06660464406013489
8,25,200,0.07639752328395844
8,26,200,0.0991864949464798
8,27,200,0.06306949257850647
8,28,200,0.07328501343727112
8,29,200,0.0709448829293251
8,30,200,0.06547952443361282
8,31,200,0.05033726617693901
8,32,200,0.0609164722263813
8,33,200,0.0705774798989296
8,34,200,0.060243163257837296
8,35,199,0.0608820803463459
8,36,199,0.054545808583498
8,37,199,0.043343428522348404
8,38,199,0.04736308380961418
8,39,199,0.04532531276345253
8,40,199,0.06208839640021324
8,41,199,0.06878969818353653
8,42,199,0.0673164501786232
8,43,198,0.044473495334386826
8,44,198,0.06713855266571045
8,45,197,0.05182932689785957
8,46,197,0.0585424080491066
8,47,197,0.05621887743473053
8,48,197,0.06068867817521095
8,49,197,0.06602319329977036
8,50,197,0.05026368051767349
